,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5g,Q5h,Q5i,Q5j,Q5l,Q20,Q21,Q22,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea,Number of council services accessed,Information about public services,Publication Use,Usefulness of offline publication,Financial Worry
0,0.0,65.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Offline,2300.8,Concerned
1,0.0,26.0,0.0,other,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,None,2387.4,Not Concerned
2,0.0,53.0,0.0,other,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,None,2388.4,Concerned
3,0.0,44.0,0.0,other,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,None,2389.4,Not Concerned
4,0.0,45.0,0.0,other,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.6,None,2390.4,Not Concerned
5,0.0,50.0,1.0,other,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,None,2391.4,Concerned
6,0.0,22.0,0.0,other,2.0,0.0,4.0,3.0,0.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,2392.4,Not Concerned
7,0.0,28.0,0.0,other,1.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Online and Offline,2144.2,Not Concerned
8,0.0,41.0,1.0,other,2.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.4,Online and Offline,2392.6,Not Concerned
9,0.0,50.0,1.0,other,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.4,Online and Offline,2395.0,Not Concerned
10,0.0,25.0,0.0,other,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,Online and Offline,2396.0,Not Concerned
11,0.0,41.0,0.0,other,0.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,Online and Offline,2396.6,Not Concerned
12,0.0,20.0,1.0,other,2.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,0.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,3.0,None,2397.8,Not Concerned
13,0.0,24.0,0.0,other,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,Online,2398.8,Not Concerned
14,0.0,77.0,0.0,other,0.0,0.0,0.0,5.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,Online and Offline,2309.0,Not Concerned
15,0.0,25.0,1.0,other,0.0,3.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,None,2400.4,Not Concerned
16,0.0,31.0,1.0,other,5.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,2.0,Online,2401.4,Not Concerned
17,0.0,58.0,0.0,other,6.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,Offline,2402.4,Concerned
18,0.0,85.0,1.0,other,0.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.2,Offline,2317.0,Not Concerned
19,0.0,45.0,0.0,other,3.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.8,Offline,2404.0,Concerned
20,0.0,25.0,0.0,other,7.0,4.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,0.8,Offline,2403.6,Not Concerned
21,0.0,55.0,1.0,other,0.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,1.0,Online and Offline,2405.4,Not Concerned
22,0.0,43.0,1.0,other,8.0,4.0,4.0,1.0,4.0,5.0,4.0,0.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,6.0,6.0,7.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,0.2,None,2406.6,Not Concerned
23,0.0,35.0,0.0,other,0.0,2.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,1.2,Online and Offline,2407.0,Not Concerned
24,0.0,32.0,1.0,other,0.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,6.0,0.0,0.4,Offline,2407.8,Not Concerned
25,0.0,,0.0,other,9.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,2.0,7.0,0.0,0.0,Offline,2156.2,Not Concerned
26,0.0,,1.0,other,10.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,6.0,0.0,0.0,Offline,2318.8,Not Concerned
27,0.0,,0.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,11.0,3.0,0.0,0.0,0.0,1.0,2.0,10.0,2.0,6.0,0.0,0.0,Offline,2407.0,Not Concerned
28,0.0,23.0,0.0,other,5.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,12.0,2.0,6.0,0.0,2.0,None,2411.2,Not Concerned
29,0.0,31.0,0.0,other,6.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,2.0,0.0,2.0,2.0,1.0,5.0,12.0,2.0,6.0,0.0,0.0,None,2412.2,Concerned
30,0.0,,0.0,other,0.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.0,1.0,Offline,2409.4,Not Concerned
31,0.0,74.0,1.0,other,11.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.0,0.4,Offline,2319.0,Not Concerned
32,0.0,19.0,1.0,other,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,0.0,4.0,4.0,2.0,10.0,0.0,0.0,0.0,3.0,1.0,7.0,13.0,2.0,8.0,0.0,2.0,None,2414.6,Not Concerned
33,0.0,27.0,0.0,other,8.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,9.0,0.0,0.0,Online and Offline,2327.0,Not Concerned
34,0.0,56.0,0.0,other,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,14.0,2.0,9.0,0.0,0.0,Offline,2160.8,Not Concerned
35,0.0,54.0,1.0,other,0.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,9.0,0.0,0.8,Online and Offline,1586.0,Not Concerned
36,0.0,77.0,0.0,other,0.0,2.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,9.0,0.0,1.2,Online and Offline,2071.4,Not Concerned
37,0.0,22.0,1.0,other,12.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,2.0,4.0,1.0,1.0,14.0,2.0,9.0,0.0,1.2,Offline,2162.0,Not Concerned
38,0.0,47.0,1.0,other,10.0,4.0,0.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,9.0,0.0,0.0,Online and Offline,2159.8,Not Concerned
39,0.0,29.0,0.0,other,0.0,2.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,13.0,2.0,8.0,0.0,3.0,Online,2419.2,Concerned
40,0.0,66.0,0.0,other,0.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,3.0,10.0,0.0,0.4,Offline,2418.4,Concerned
41,0.0,49.0,1.0,other,3.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,10.0,0.0,0.2,Online and Offline,2419.2,Concerned
42,0.0,69.0,0.0,other,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,10.0,0.0,0.2,Offline,2330.8,Concerned
43,0.0,40.0,1.0,other,0.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,7.0,17.0,3.0,10.0,0.0,0.4,Online and Offline,2166.2,Concerned
44,0.0,39.0,0.0,other,10.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,3.0,10.0,0.0,0.4,Offline,2420.0,Concerned
45,0.0,50.0,1.0,other,13.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,16.0,3.0,10.0,0.0,0.2,Offline,2422.0,Concerned
46,0.0,56.0,0.0,other,0.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,3.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,3.0,10.0,1.0,0.2,Offline,2167.2,Not Concerned
47,0.0,23.0,1.0,other,0.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,10.0,0.0,0.2,Online,2425.6,Concerned
48,0.0,52.0,1.0,other,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,11.0,0.0,1.4,Online and Offline,2424.4,Not Concerned
49,0.0,30.0,1.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,12.0,0.0,,Offline,2423.8,Not Concerned
50,0.0,36.0,0.0,other,0.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,0.0,3.0,5.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,12.0,0.0,1.2,Online and Offline,2424.6,Not Concerned
51,0.0,35.0,1.0,other,0.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,19.0,4.0,12.0,0.0,1.0,Online and Offline,2425.4,Concerned
52,0.0,38.0,0.0,other,3.0,3.0,4.0,3.0,4.0,1.0,4.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,11.0,0.0,0.0,Online and Offline,2426.2,Not Concerned
53,0.0,73.0,1.0,other,0.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,12.0,0.0,4.0,Offline,2336.4,Not Concerned
54,0.0,22.0,0.0,other,0.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,12.0,0.0,3.0,None,2431.2,Not Concerned
55,0.0,59.0,0.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,12.0,0.0,1.4,Online and Offline,2426.8,Not Concerned
56,0.0,29.0,1.0,other,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,3.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,21.0,5.0,13.0,0.0,0.0,Online and Offline,2430.4,Concerned
57,0.0,16.0,0.0,other,14.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,22.0,5.0,14.0,0.0,1.0,Online and Offline,1100.6,Not Concerned
58,0.0,54.0,1.0,other,13.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,23.0,5.0,13.0,0.0,1.0,Online and Offline,2429.0,Concerned
59,1.0,68.0,1.0,other,15.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,5.0,14.0,2.0,0.0,Offline,2073.4,Not Concerned
60,0.0,53.0,0.0,other,14.0,2.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,5.0,14.0,0.0,0.0,Online and Offline,1102.0,Not Concerned
61,1.0,43.0,0.0,other,14.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,5.0,13.0,0.0,0.2,Offline,2430.8,Not Concerned
62,0.0,36.0,0.0,other,2.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,21.0,5.0,13.0,0.0,0.8,Offline,2176.0,Concerned
63,0.0,28.0,1.0,other,6.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,24.0,5.0,14.0,0.0,2.0,Online and Offline,2435.0,Not Concerned
64,0.0,40.0,1.0,other,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,6.0,15.0,1.0,0.2,Online and Offline,2344.8,Not Concerned
65,0.0,36.0,0.0,other,0.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,16.0,0.0,0.0,Online and Offline,2436.4,Not Concerned
66,0.0,47.0,1.0,other,0.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,15.0,0.0,3.4,Online and Offline,2436.0,Not Concerned
67,0.0,66.0,1.0,other,0.0,0.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,17.0,0.0,0.0,Online and Offline,2344.0,Not Concerned
68,0.0,74.0,1.0,other,0.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,6.0,16.0,0.0,0.8,Offline,2176.8,Not Concerned
69,0.0,35.0,1.0,other,12.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,9.0,27.0,6.0,17.0,0.0,0.6,Online and Offline,2439.2,Not Concerned
70,0.0,55.0,1.0,other,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,17.0,0.0,0.0,Online and Offline,2437.2,Not Concerned
71,0.0,48.0,0.0,other,0.0,4.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,25.0,6.0,15.0,1.0,0.2,Online and Offline,2440.8,Concerned
72,0.0,41.0,0.0,other,10.0,2.0,0.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,17.0,0.0,0.0,Online and Offline,1702.0,Not Concerned
73,0.0,50.0,1.0,other,7.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,6.0,15.0,0.0,0.4,Offline,2347.2,Not Concerned
74,0.0,17.0,1.0,other,7.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,6.0,15.0,0.0,0.0,Dont know,2445.6,Not Concerned
75,0.0,47.0,0.0,other,0.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,18.0,0.0,0.0,Online and Offline,2443.6,Not Concerned
76,0.0,36.0,0.0,other,5.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,26.0,6.0,16.0,0.0,4.0,Online,2447.4,Not Concerned
77,0.0,22.0,1.0,other,0.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,4.0,9.0,1.0,0.0,2.0,2.0,0.0,3.0,27.0,6.0,17.0,0.0,,Dont know,2448.4,Not Concerned
78,0.0,,0.0,other,8.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,6.0,17.0,0.0,3.2,Online and Offline,2446.0,Not Concerned
79,0.0,,0.0,other,0.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,,,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,17.0,0.0,3.2,Offline,2445.6,Not Concerned
80,0.0,48.0,0.0,other,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,7.0,0.0,0.2,Online and Offline,2444.8,Concerned
81,0.0,40.0,1.0,other,16.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,1.0,19.0,1.0,0.6,Offline,2445.6,Not Concerned
