,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5g,Q5h,Q5i,Q5j,Q5l,Q20,Q21,Q22,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea,Number of council services accessed,Information about public services,Publication Use,Usefulness of offline publication,Financial Worry
513,0.0,64.0,0.0,other,2.0,2.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,5.0,11.0,5.0,2.0,2.0,2.0,0.0,1.0,2.0,194.0,19.0,104.0,0.0,0.0,Offline,2627.0,Not Concerned
514,0.0,24.0,1.0,other,0.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,19.0,105.0,0.0,0.0,Online,2793.8,Not Concerned
515,0.0,52.0,0.0,other,7.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,195.0,19.0,105.0,0.0,0.0,None,2794.8,Concerned
516,0.0,57.0,0.0,other,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,5.0,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,19.0,104.0,0.0,0.6,None,2795.8,Not Concerned
517,0.0,52.0,0.0,other,12.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,19.0,105.0,0.0,0.0,Online and Offline,2756.4,Not Concerned
518,0.0,29.0,0.0,other,0.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,19.0,105.0,0.0,0.6,Online and Offline,2757.2,Not Concerned
519,0.0,33.0,1.0,other,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,195.0,19.0,105.0,0.0,0.0,Online and Offline,2758.0,Not Concerned
520,0.0,46.0,1.0,other,0.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,19.0,105.0,0.0,0.0,Online and Offline,1600.2,Not Concerned
521,0.0,37.0,1.0,other,11.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,195.0,19.0,105.0,0.0,0.6,Online and Offline,2759.4,Not Concerned
522,0.0,28.0,0.0,other,6.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,195.0,19.0,105.0,0.0,0.6,None,2800.4,Not Concerned
523,0.0,45.0,1.0,other,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,19.0,104.0,0.0,0.2,Online and Offline,2760.8,Not Concerned
524,0.0,25.0,0.0,other,7.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,19.0,104.0,0.0,0.2,Online,2802.2,Not Concerned
525,0.0,40.0,1.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,4.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,19.0,104.0,0.0,0.0,Online and Offline,2762.4,Not Concerned
526,0.0,68.0,0.0,other,12.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,3.0,3.0,9.0,3.0,3.0,3.0,4.0,0.0,2.0,194.0,19.0,104.0,0.0,0.0,Online and Offline,2635.6,Not Concerned
527,0.0,48.0,1.0,other,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,19.0,104.0,0.0,0.8,Online and Offline,2761.0,Not Concerned
528,0.0,23.0,1.0,other,0.0,4.0,4.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,10.0,106.0,1.0,3.2,None,2805.6,Concerned
529,0.0,46.0,0.0,other,3.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,2.0,197.0,10.0,107.0,0.0,2.5,Offline,1936.4,Not Concerned
530,0.0,24.0,1.0,other,0.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,5.0,5.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,7.0,1.0,2.8,Offline,2433.0,Concerned
531,0.0,51.0,1.0,other,10.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,10.0,7.0,0.0,2.0,Offline,1937.4,Concerned
532,0.0,56.0,0.0,other,10.0,0.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,196.0,10.0,106.0,1.0,2.4,Offline,2767.2,Concerned
533,0.0,66.0,1.0,other,13.0,0.0,2.0,5.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,197.0,10.0,107.0,2.0,2.6,Online and Offline,2639.6,Concerned
534,0.0,58.0,0.0,other,6.0,2.0,2.0,5.0,2.0,5.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,197.0,10.0,107.0,1.0,2.0,Offline,1939.0,Concerned
535,0.0,49.0,0.0,other,15.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,10.0,107.0,1.0,2.0,Offline,1939.6,Concerned
536,0.0,38.0,0.0,other,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,197.0,10.0,107.0,1.0,2.8,Offline,1940.2,Concerned
537,0.0,59.0,1.0,other,6.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,197.0,10.0,107.0,2.0,1.6,Offline,2436.2,Concerned
538,0.0,73.0,1.0,other,12.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,198.0,13.0,108.0,0.0,0.0,None,2812.4,Not Concerned
539,0.0,22.0,0.0,other,6.0,4.0,4.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,198.0,13.0,108.0,0.0,0.0,None,2813.4,Not Concerned
540,0.0,68.0,1.0,other,0.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,199.0,4.0,109.0,0.0,0.6,Online and Offline,2640.8,Concerned
541,0.0,45.0,0.0,other,15.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,200.0,4.0,109.0,0.0,0.4,Online and Offline,2477.6,Not Concerned
542,0.0,40.0,1.0,other,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,4.0,109.0,0.0,1.0,Online and Offline,2478.4,Not Concerned
543,0.0,29.0,1.0,other,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,4.0,109.0,0.0,1.0,Online,2816.8,Concerned
544,0.0,32.0,1.0,other,13.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,201.0,4.0,110.0,0.0,1.0,Online,2817.8,Concerned
545,0.0,59.0,1.0,other,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,3.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,198.0,13.0,108.0,0.0,1.0,Online and Offline,2644.4,Not Concerned
546,0.0,69.0,1.0,other,11.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,198.0,13.0,108.0,0.0,1.0,Online,2819.6,Concerned
547,0.0,39.0,0.0,other,8.0,4.0,0.0,4.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,200.0,4.0,109.0,0.0,0.4,Online and Offline,1396.2,Concerned
548,0.0,37.0,0.0,other,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,198.0,13.0,108.0,0.0,0.6,Online,2821.4,Not Concerned
549,0.0,22.0,1.0,other,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,4.0,111.0,0.0,1.0,Online,2822.4,Not Concerned
550,0.0,24.0,0.0,other,15.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,4.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,4.0,112.0,0.0,0.0,Online,2823.4,Not Concerned
551,0.0,26.0,0.0,other,5.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,198.0,13.0,108.0,0.0,0.0,None,2824.4,Not Concerned
552,0.0,25.0,0.0,other,14.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,199.0,4.0,109.0,0.0,0.0,Online,2825.4,Not Concerned
553,0.0,50.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,203.0,4.0,112.0,0.0,1.0,Online and Offline,2779.2,Not Concerned
554,0.0,26.0,1.0,other,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,13.0,108.0,0.0,1.0,Online and Offline,2780.0,Not Concerned
555,0.0,42.0,0.0,other,2.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,8.0,203.0,4.0,112.0,0.0,1.0,Offline,1399.4,Concerned
556,0.0,27.0,0.0,other,8.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,198.0,13.0,108.0,0.0,0.6,Online,2828.8,Concerned
557,0.0,38.0,1.0,other,13.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,4.0,109.0,0.0,0.6,Online and Offline,1401.0,Not Concerned
558,0.0,27.0,1.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,204.0,18.0,113.0,0.0,,None,2830.6,Not Concerned
559,0.0,29.0,0.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,18.0,113.0,0.0,1.0,None,2831.6,Not Concerned
560,0.0,60.0,1.0,other,0.0,4.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,18.0,113.0,0.0,0.4,Offline,2784.4,Not Concerned
561,0.0,34.0,1.0,other,11.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,205.0,9.0,114.0,0.0,0.0,Offline,2785.2,Not Concerned
562,0.0,30.0,1.0,other,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,18.0,113.0,0.0,0.0,None,2834.2,Not Concerned
563,0.0,51.0,1.0,other,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,11.0,2.0,0.0,0.0,2.0,1.0,4.0,205.0,9.0,114.0,0.0,,None,2835.2,Not Concerned
564,0.0,27.0,1.0,other,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,9.0,114.0,0.0,4.0,Online,2836.2,Not Concerned
565,0.0,26.0,0.0,other,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,205.0,9.0,114.0,0.0,0.0,None,2837.2,Not Concerned
566,0.0,21.0,1.0,other,3.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,205.0,9.0,114.0,0.0,0.0,None,2838.2,Not Concerned
567,0.0,23.0,0.0,other,2.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,11.0,2.0,0.0,0.0,2.0,1.0,4.0,205.0,9.0,114.0,0.0,0.0,Online,2839.2,Not Concerned
568,0.0,23.0,0.0,other,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,6.0,204.0,18.0,113.0,0.0,,None,2840.2,Not Concerned
569,0.0,79.0,0.0,other,12.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,204.0,18.0,113.0,0.0,0.0,Offline,2618.2,Not Concerned
570,0.0,55.0,1.0,other,12.0,0.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,205.0,9.0,114.0,0.0,1.0,Online and Offline,2665.6,Not Concerned
571,0.0,30.0,0.0,other,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,204.0,18.0,113.0,0.0,2.0,None,2842.6,Not Concerned
572,0.0,49.0,1.0,other,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,205.0,9.0,114.0,0.0,1.0,Online and Offline,1367.6,Not Concerned
573,0.0,26.0,0.0,other,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,0.0,1.0,8.0,204.0,18.0,113.0,0.0,1.0,Online and Offline,2503.4,Not Concerned
574,1.0,,0.0,other,10.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,206.0,18.0,115.0,0.0,0.0,Offline,2620.8,Not Concerned
575,0.0,,1.0,other,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,0.0,1.0,2.0,207.0,18.0,116.0,2.0,4.0,Offline,2797.2,Not Concerned
576,0.0,58.0,1.0,other,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,18.0,115.0,0.0,2.0,Offline,2799.0,Not Concerned
577,1.0,66.0,1.0,other,0.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,5.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,206.0,18.0,115.0,0.0,3.0,Offline,2279.0,Not Concerned
578,1.0,69.0,0.0,other,5.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,6.0,3.0,9.0,1.0,0.0,2.0,0.0,1.0,2.0,206.0,18.0,115.0,0.0,1.5,Offline,2670.4,Not Concerned
579,0.0,30.0,1.0,other,5.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,206.0,18.0,115.0,0.0,4.0,Offline,2800.8,Not Concerned
580,1.0,64.0,0.0,other,2.0,2.0,2.0,5.0,0.0,3.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,206.0,18.0,115.0,0.0,1.2,Offline,2624.2,Not Concerned
581,0.0,42.0,0.0,other,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,9.0,207.0,18.0,116.0,0.0,2.6666666666666665,Offline,2802.2,Not Concerned
582,0.0,24.0,0.0,other,0.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,9.0,117.0,0.0,1.4,Online and Offline,2461.2,Not Concerned
583,0.0,44.0,0.0,other,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,5.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,210.0,9.0,7.0,0.0,0.6,Online and Offline,2800.8,Not Concerned
584,0.0,33.0,1.0,other,0.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211.0,9.0,117.0,0.0,2.2,Online and Offline,2804.6,Not Concerned
585,0.0,77.0,1.0,other,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,9.0,118.0,0.0,1.4,Online and Offline,2802.4,Not Concerned
586,0.0,62.0,1.0,other,0.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,9.0,118.0,0.0,1.8,Offline,2803.2,Not Concerned
587,0.0,51.0,1.0,other,0.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,9.0,118.0,0.0,1.8,Online and Offline,2806.8,Not Concerned
588,0.0,22.0,1.0,other,0.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,9.0,118.0,0.0,1.2,Online and Offline,2807.6,Not Concerned
589,0.0,65.0,0.0,other,0.0,4.0,0.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,9.0,117.0,0.0,1.4,Online and Offline,2629.4,Not Concerned
590,0.0,22.0,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,216.0,15.0,119.0,0.0,0.8,Online and Offline,2809.0,Not Concerned
591,0.0,66.0,0.0,other,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,15.0,7.0,0.0,2.0,Online,2857.4,Not Concerned
592,0.0,60.0,1.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,217.0,15.0,120.0,2.0,1.2,Online and Offline,2514.4,Concerned
593,1.0,37.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,218.0,15.0,121.0,0.0,0.0,Online and Offline,2515.2,Not Concerned
594,1.0,40.0,1.0,other,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,218.0,15.0,121.0,0.0,0.0,Online and Offline,2516.0,Not Concerned
