,Target,AGE,S1,Q5a,Q5b,Q5c,Q5d,Q5e,Q5g,Q5h,Q5i,Q5j,Q5l,Q20,Q21,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Ward,AcornTypeCode,Q3_Full-Time Student,Q3_Registered Unemployed (Job Seeker's Allowance),Q3_Retired,Q3_Unemployed due to ill health,"Q3_Unemployed, Not Registered-Seeking Work",Q3_Working - Full Time (30+ HRS),Q3_Working - Part Time (8 - 29 HRS),Q4_(Refused),Q4_Any - Other White background (type in),Q4_Asian or Asian British - Any other Asian Background (type in),Q4_Asian or Asian British - Bangladeshi,Q4_Asian or Asian British - Chinese ,Q4_Asian or Asian British - Indian,Q4_Asian or Asian British - Pakistani,Q4_Black or Black British -  Caribbean,Q4_Black or Black British - African ,Q4_Black or Black British - Any other black background (type in),Q4_Mixed - White and Black - African,Q4_Mixed - White and Black - Caribbean,Q4_Other Ethnic groups - Any other background (type in),Q4_Other Ethnic groups - Arab,Q4_White - Eastern European  (type in),Q4_White - Irish,Q4_White - Western European,Number of Council Services accessed,Information about public services,Q12 Online,Q12 Offline,Usefulness of offline publication,Q22_Live Here Rent Free,Q22_Owns Outright,Q22_Owns With A Mortgage Or Loan,Q22_Part Owns And Part Rents (shared Ownership),Q22_Rents (With Or Without Housing Benefit),Q22_Rents A Room In A Shared Property,Financial Worry
943,1.0,32.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2,3.0,0.0,0.0,3,9,9,9,1,1.0,1.0,1.0,1.0,1.0,9.0,8.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.6,0.0,2.0,2.0,0,1,0,0,0,0,0.0
944,0.0,69.0,1.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,1.0,0.0,0.0,3,11,10,11,1,1.0,1.0,1.0,1.0,1.0,9.0,8.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,2.0,1.0,0,1,0,0,0,0,0.0
945,0.0,22.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2,1.0,0.0,0.0,3,10,10,9,1,1.0,1.0,1.0,1.0,1.0,9.0,8.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,2.0,5.0,0,1,0,0,0,0,0.0
946,0.0,40.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2,2.0,0.0,0.0,3,11,11,11,2,1.0,1.0,1.0,1.0,0.0,4.0,8.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,0.0,1.0,5.0,0,0,0,0,1,0,0.0
947,0.0,67.0,0.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3,3.0,0.0,1.0,2,9,8,9,6,1.0,1.0,1.0,1.0,1.0,9.0,13.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3.25,0.0,2.0,2.0,0,0,0,0,1,0,0.0
948,0.0,30.0,0.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,2,3.0,0.0,0.0,3,10,9,9,3,1.0,2.0,2.0,1.0,1.0,8.0,12.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.5,0.0,1.0,3.0,0,0,0,0,1,0,0.0
949,0.0,49.0,0.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2,4.0,1.0,0.0,3,10,10,10,3,1.0,1.0,1.0,1.0,1.0,9.0,12.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,1.0,1.0,2.0,0,0,1,0,0,0,0.0
950,0.0,44.0,0.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2,4.0,1.0,0.0,3,9,9,9,5,1.0,1.0,1.0,1.0,1.0,9.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.6,0.0,2.0,2.0,0,0,1,0,0,0,0.0
951,0.0,48.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2,4.0,1.0,0.0,3,9,7,9,5,2.0,2.0,2.0,1.0,1.0,9.0,13.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3.4,1.0,1.0,1.0,0,0,1,0,0,0,0.0
952,0.0,55.0,0.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3,3.0,0.0,0.0,3,10,9,9,5,1.0,2.0,1.0,1.0,1.0,8.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.6,1.0,2.0,2.0,0,0,1,0,0,0,1.0
953,0.0,69.0,0.0,5.0,4.0,,4.0,2.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,2,2.0,0.0,0.0,3,10,10,10,2,2.0,2.0,2.0,1.0,1.0,8.0,12.0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,3.75,1.0,1.0,2.0,0,1,0,0,0,0,0.0
954,0.0,42.0,0.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2,4.0,0.0,0.0,3,10,10,10,6,1.0,1.0,1.0,1.0,1.0,9.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.4,1.0,1.0,2.0,0,0,0,0,1,0,0.0
955,0.0,53.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,2,4.0,2.0,0.0,3,10,10,10,6,1.0,1.0,1.0,1.0,0.0,8.0,12.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.5,0.0,2.0,2.0,0,0,1,0,0,0,0.0
956,0.0,47.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2,2.0,0.0,0.0,3,9,9,10,3,1.0,1.0,2.0,1.0,1.0,7.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.4,0.0,1.0,2.0,0,0,0,0,1,0,1.0
957,0.0,46.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,2,5.0,2.0,0.0,3,10,9,9,5,1.0,1.0,1.0,1.0,1.0,9.0,13.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.5,0.0,1.0,2.0,0,0,1,0,0,0,0.0
958,0.0,21.0,1.0,5.0,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3,2.0,0.0,0.0,3,10,10,10,4,2.0,2.0,2.0,2.0,0.0,3.0,12.0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.75,0.0,1.0,2.0,0,0,0,0,1,0,1.0
959,0.0,62.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2,1.0,0.0,0.0,3,9,9,9,3,2.0,3.0,2.0,1.0,1.0,9.0,12.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.5,0.0,2.0,2.0,0,1,0,0,0,0,0.0
960,0.0,39.0,0.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,2,3.0,0.0,0.0,3,10,10,9,3,2.0,2.0,2.0,1.0,1.0,9.0,12.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.4,0.0,1.0,2.0,0,0,1,0,0,0,0.0
961,0.0,24.0,1.0,4.0,4.0,,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3,4.0,0.0,0.0,3,9,9,9,6,2.0,2.0,2.0,1.0,0.0,5.0,13.0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4.0,0.0,1.0,2.0,0,0,0,0,1,0,1.0
962,0.0,39.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2,1.0,0.0,0.0,3,10,10,10,4,2.0,2.0,1.0,1.0,1.0,9.0,12.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.6,1.0,1.0,2.0,0,0,0,0,1,0,0.0
963,0.0,,0.0,5.0,4.0,,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4,1.0,0.0,0.0,1,7,7,7,9,2.0,3.0,2.0,1.0,1.0,9.0,16.0,54.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.4,0.0,2.0,2.5,0,0,0,0,1,0,3.0
964,0.0,,1.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2,4.0,,0.0,3,8,8,7,6,2.0,1.0,2.0,1.0,1.0,9.0,16.0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.8,0.0,1.0,2.0,0,0,0,0,1,0,0.0
965,0.0,48.0,0.0,5.0,4.0,,4.0,,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4,3.0,0.0,0.0,3,10,10,10,5,1.0,1.0,1.0,1.0,0.0,,16.0,54.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0.0,1.0,2.0,0,0,0,0,1,0,4.0
966,0.0,,0.0,5.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3,2.0,0.0,0.0,3,10,10,10,5,1.0,1.0,1.0,1.0,0.0,5.0,16.0,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.6,0.0,1.0,3.0,0,0,0,0,1,0,0.0
967,0.0,,1.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4,1.0,,0.0,3,9,8,7,6,2.0,2.0,2.0,1.0,1.0,8.0,16.0,54.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0.0,1.0,2.0,0,0,0,0,1,0,3.0
968,0.0,,1.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4,2.0,0.0,0.0,3,8,7,8,7,1.0,1.0,1.0,1.0,1.0,8.0,16.0,54.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.8,0.0,2.0,2.0,0,0,0,0,1,0,2.0
969,0.0,56.0,0.0,5.0,4.0,,5.0,,5.0,4.0,5.0,4.0,5.0,2.0,2.0,3,3.0,0.0,1.0,1,8,10,9,6,1.0,1.0,1.0,1.0,1.0,8.0,16.0,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.8,0.0,1.0,1.0,0,0,0,0,1,0,2.0
970,0.0,,1.0,5.0,4.0,,4.0,,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3,,,0.0,3,10,10,9,5,1.0,1.0,1.0,1.0,1.0,9.0,16.0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.8,0.0,1.0,2.0,0,0,0,0,1,0,0.0
971,0.0,30.0,0.0,4.0,3.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,2.0,2.0,1,2.0,0.0,0.0,3,10,10,10,4,1.0,1.0,1.0,1.0,1.0,8.0,16.0,54.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0.0,1.0,2.0,0,1,0,0,0,0,0.0
972,0.0,,1.0,5.0,5.0,4.0,5.0,,4.0,5.0,4.0,5.0,5.0,2.0,2.0,4,2.0,0.0,0.0,3,8,7,8,5,1.0,1.0,1.0,1.0,1.0,8.0,16.0,54.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.8,0.0,1.0,2.0,0,0,0,0,1,0,3.0
