,Males aged 85-89,Females,Males aged 45-65,Females aged 5-9,Males aged 25-44,Males aged 70-74,Males aged 5-9,Males aged 65-69,Females aged 25-44,Mode Income,Males aged 80-84,Females aged 75-79,Lower Quartile,Males aged 75-79,Females aged 45-65,Males aged 90-94,Mean Income,Females aged 80-84,Males aged 100+,Females aged 70-74,Females aged 65-69,Females aged 95_99,Median Income,Females aged 85-89,Males,Females aged 90-94,Females aged 65+,Large User,Population aged 65+,Males aged 95-99,Females aged under 25,Males aged 65+,Total households,Males aged under 25,Females aged 100+
4546,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6875864454802976,0.0,0.0,0.0,0.7299893276414088,0.0,0.0,0.0,0.0,0.0,0.7165775401176471,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0
4547,0.0,0.006172839506172839,0.0,0.041666666666666664,0.03409090909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9867219917831304,0.0,0.0,0.0,0.9413020277481323,0.0,0.0,0.0,0.0,0.0,0.9663865545882352,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4548,0.0,0.012345679012345678,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.0,0.44032218698259934,0.0,0.025,0.0,0.48665955176093917,0.0,0.0,0.0,0.0,0.0,0.4742647058823529,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.012345679012345678,0.0,0.0
4549,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.20454545454545456,0.0,0.0,0.4784751037741473,0.0,0.0,0.0,0.5218783351120597,0.0,0.0,0.0,0.0,0.0,0.5147058823529411,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4550,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.33316044257121663,0.0,0.0,0.0,0.37139807897545357,0.0,0.0,0.0,0.0,0.0,0.3588235294117647,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4551,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.32607192262871965,0.0,0.0,0.0,0.3617929562433298,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4552,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.2977178423483583,0.0,0.025,0.0,0.33617929562433296,0.0,0.0,0.0,0.0,0.0,0.3208556149411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4553,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.2977178423483583,0.0,0.05,0.0,0.33617929562433296,0.0,0.0,0.0,0.0,0.0,0.3208556149411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4554,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.0,0.49822169543138767,0.0,0.0,0.0,0.5464247598719317,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4555,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.0,0.5954356846967166,0.0,0.0,0.0,0.6403415154749199,0.0,0.0,0.0,0.0,0.0,0.6274509803529412,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4556,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9867219917831304,0.0,0.0,0.0,0.9413020277481323,0.0,0.0,0.0,0.0,0.0,0.9663865545882352,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4557,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.31543914254484967,0.0,0.0,0.0,0.384204909284952,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.01818181818181818,0.0
4558,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.38636363636363635,0.0,0.0,0.6521438450873148,0.0,0.0,0.0,0.6819637139807898,0.0,0.0,0.0,0.0,0.0,0.6764705882352942,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4559,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8165975104412114,0.0,0.0,0.0,0.8452508004268944,0.0,0.0,0.0,0.0,0.0,0.8588235294117647,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4560,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7797372060937541,0.0,0.0,0.0,0.8046958377801494,0.0,0.0,0.0,0.0,0.0,0.788235294117647,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4561,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4536652836351589,0.0,0.0,0.0,0.4834578441835646,0.0,0.0,0.0,0.0,0.0,0.4852941176470588,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4562,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.31407596552813905,0.0,0.0,0.0,0.3425827107790822,0.0,0.0,0.0,0.0,0.0,0.33689839576470587,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
4563,0.0,0.006172839506172839,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.25518672201287856,0.0,0.025,0.0,0.2838847385272145,0.0,0.0,0.0,0.0,0.0,0.27310924364705885,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.01818181818181818,0.0
4564,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.48910788385801723,0.0,0.0,0.0,0.5304162219850587,0.0,0.0,0.0,0.0,0.0,0.5220588235294118,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0
